,pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2
3193,Kepler-220 d,Kepler-220,1,4,Transit,2014,Kepler,0,3.371507534501267,0.000162,-0.000162,0.0,0.15100287353652736,,,0.0,0.6830968447064438,0.06,-0.06,0.0,0.087,0.005,-0.005,0.0,0.6439569363691736,,,0.0,0.0028359748192080545,,,0.0,M-R relationship,0.0,,,0.0,2.2202898502672155,0.12,-0.12,0.0,5.996452088619021,,,0.0,0,,4632.0,100.0,-100.0,0.0,0.5128236264286637,0.03,-0.03,0.0,0.65,0.03,-0.02,0.0,-0.174,0.021,-0.021,0.0,[M/H],4.65,0.15,-0.15,0.0,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,5.1481279970273714,0.637,-0.633,13.049,0.092,-0.092,10.55,0.014,-0.014,12.8566,0.000201,-0.000201
3194,Kepler-220 e,Kepler-220,1,4,Transit,2014,Kepler,0,3.8480759466755416,0.000192,-0.000192,0.0,0.20375683751401966,,,0.0,0.8458682675776092,0.12,-0.12,0.0,0.119,0.011,-0.011,0.0,1.2029723039923526,,,0.0,0.00730326611012001,,,0.0,M-R relationship,0.0,,,0.0,1.6620303625532709,0.06,-0.06,0.0,5.834810737062605,,,0.0,0,,4632.0,100.0,-100.0,0.0,0.5128236264286637,0.03,-0.03,0.0,0.65,0.03,-0.02,0.0,-0.174,0.021,-0.021,0.0,[M/H],4.65,0.15,-0.15,0.0,19h26m01.45s,291.5060432,+46d53m44.25s,46.8956262,5.1481279970273714,0.637,-0.633,13.049,0.092,-0.092,10.55,0.014,-0.014,12.8566,0.000201,-0.000201
3195,Kepler-221 b,Kepler-221,1,4,Transit,2014,Kepler,0,1.333923117532751,4e-06,-4e-06,0.0,0.03633192924739028,,,0.0,0.9969486348916096,0.17,-0.17,0.0,0.153,0.015,-0.015,0.0,1.5195132049061133,,,0.0,0.011137744410455924,,,0.0,M-R relationship,0.0,,,0.0,5.7361851257637015,7.11,-6.96,0.0,6.994849985833071,,,0.0,0,,5243.0,100.0,-100.0,0.0,0.598836501088704,0.07,-0.07,0.0,0.82,0.03,-0.03,0.0,0.062,0.031,-0.031,0.0,[M/H],4.54,0.15,-0.15,0.0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,5.95643563606353,2.8335,-2.8335,13.97,0.149,-0.149,11.9,0.019,-0.019,13.7486,0.000508,-0.000508
3196,Kepler-221 c,Kepler-221,1,4,Transit,2014,Kepler,0,1.9007014637270765,4e-06,-4e-06,0.0,0.0573250666192694,,,0.0,1.3686394258811698,0.27,-0.27,0.0,0.261,0.024,-0.024,0.0,2.7788192719904172,10.1,-6.7,0.0,0.04688358589885042,0.032,-0.021,0.0,Mass,0.0,,,0.0,4.794467356518472,2.76,-2.7,0.0,6.7580945044277305,,,0.0,0,,5243.0,100.0,-100.0,0.0,0.598836501088704,0.07,-0.07,0.0,0.82,0.03,-0.03,0.0,0.062,0.031,-0.031,0.0,[M/H],4.54,0.15,-0.15,0.0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,5.95643563606353,2.8335,-2.8335,13.97,0.149,-0.149,11.9,0.019,-0.019,13.7486,0.000508,-0.000508
3197,Kepler-221 d,Kepler-221,1,4,Transit,2014,Kepler,0,2.4016663352142564,1.1e-05,-1.1e-05,0.0,0.08342160813907239,,,0.0,1.3164082336557241,0.25,-0.25,0.0,0.244,0.022,-0.022,0.0,2.186051276738094,,,0.0,0.024595046855380207,,,0.0,M-R relationship,0.0,,,0.0,4.048126088420487,1.3,-1.27,0.0,6.569481420414296,,,0.0,0,,5243.0,100.0,-100.0,0.0,0.598836501088704,0.07,-0.07,0.0,0.82,0.03,-0.03,0.0,0.062,0.031,-0.031,0.0,[M/H],4.54,0.15,-0.15,0.0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,5.95643563606353,2.8335,-2.8335,13.97,0.149,-0.149,11.9,0.019,-0.019,13.7486,0.000508,-0.000508
3198,Kepler-221 e,Kepler-221,1,4,Transit,2014,Kepler,0,2.963721192432956,2.9e-05,-2.9e-05,0.0,0.12221763272424921,,,0.0,1.2892326482767593,0.25,-0.25,0.0,0.235,0.022,-0.022,0.0,2.1294214739848565,,,0.0,0.023032699110572687,,,0.0,M-R relationship,0.0,,,0.0,3.264231526588998,0.58,-0.57,0.0,6.368187186350492,,,0.0,1,,5243.0,100.0,-100.0,0.0,0.598836501088704,0.07,-0.07,0.0,0.82,0.03,-0.03,0.0,0.062,0.031,-0.031,0.0,[M/H],4.54,0.15,-0.15,0.0,19h46m37.14s,296.6547477,+46d50m06.81s,46.8352242,5.95643563606353,2.8335,-2.8335,13.97,0.149,-0.149,11.9,0.019,-0.019,13.7486,0.000508,-0.000508
3199,Kepler-222 b,Kepler-222,1,3,Transit,2014,Kepler,0,1.596754010778334,5e-06,-5e-06,0.0,0.04688358589885042,,,0.0,1.425515074273172,1.4,-1.4,0.0,0.282,0.125,-0.125,0.0,2.4069451083182885,,,0.0,0.03140176313953161,,,0.0,M-R relationship,0.0,,,0.0,5.336431698656694,10.06,-9.54,0.0,6.912742820493176,,,0.0,0,,5433.0,200.0,-200.0,0.0,0.6259384308664953,0.38,-0.38,0.0,0.88,0.04,-0.04,0.0,0.05,0.165,-0.168,0.0,[Fe/H],4.55,0.3,-0.3,0.0,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,6.633126309562639,15.067,-14.501,15.407,0.046,-0.046,13.235,0.03,-0.03,15.0603,0.000504,-0.000504
3200,Kepler-222 c,Kepler-222,1,3,Transit,2014,Kepler,0,2.4059364917274357,1.1e-05,-1.1e-05,0.0,0.08709470685093376,,,0.0,1.7298840655099674,2.07,-2.07,0.0,0.414,0.185,-0.185,0.0,3.0155349008501706,,,0.0,0.05940034328144753,,,0.0,M-R relationship,0.0,,,0.0,4.09567700745588,2.88,-2.72,0.0,6.5998704992128365,,,0.0,1,,5433.0,200.0,-200.0,0.0,0.6259384308664953,0.38,-0.38,0.0,0.88,0.04,-0.04,0.0,0.05,0.165,-0.168,0.0,[Fe/H],4.55,0.3,-0.3,0.0,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,6.633126309562639,15.067,-14.501,15.407,0.046,-0.046,13.235,0.03,-0.03,15.0603,0.000504,-0.000504
3201,Kepler-222 d,Kepler-222,1,3,Transit,2014,Kepler,0,3.370116400160026,6.9e-05,-6.9e-05,0.0,0.16551443847757338,,,0.0,1.545432582458188,1.63,-1.63,0.0,0.329,0.145,-0.145,0.0,2.653241964607215,,,0.0,0.040661981718889635,,,0.0,M-R relationship,0.0,,,0.0,2.7781979610042917,0.73,-0.7,0.0,6.259581464064923,,,0.0,1,,5433.0,200.0,-200.0,0.0,0.6259384308664953,0.38,-0.38,0.0,0.88,0.04,-0.04,0.0,0.05,0.165,-0.168,0.0,[Fe/H],4.55,0.3,-0.3,0.0,19h11m37.46s,287.9060885,+46d56m15.89s,46.9377479,6.633126309562639,15.067,-14.501,15.407,0.046,-0.046,13.235,0.03,-0.03,15.0603,0.000504,-0.000504
3202,Kepler-223 b,Kepler-223,1,4,Transit,2014,Kepler,0,2.1263835705273526,0.00022,-0.00022,0.0,0.07287864541257255,,,0.0,1.3837912309017721,0.18,-0.27,0.0,0.267,0.016,-0.024,0.0,2.128231705849268,1.3,-1.1,0.0,0.02301315430900066,0.00409,-0.00346,0.0,Mass,0.07510747248680541,0.015,-0.017,0.0,6.09818663540494,60.37,-51.2,0.0,6.949856455000773,,,0.0,1,,5803.0,25.0,-25.0,0.0,1.000631880307906,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,0.1,-0.1,0.0,[M/H],4.46,0.07,-0.16,0.0,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,7.528713414300646,111.045,-111.045,15.69,0.137,-0.137,13.633,0.047,-0.047,15.3951,0.000407,-0.000407
3203,Kepler-223 c,Kepler-223,1,4,Transit,2014,Kepler,0,2.383763155907834,0.00052,-0.00051,0.0,0.08764450985204636,,,0.0,1.4906543764441333,0.2,-0.3,0.0,0.307,0.018,-0.027,0.0,1.8082887711792655,1.7,-1.1,0.0,0.01592256054381515,0.00535,-0.00346,0.0,Mass,0.13976194237515868,0.019,-0.051,0.0,5.715282758826408,41.12,-34.88,0.0,6.854354502255021,,,0.0,1,,5803.0,25.0,-25.0,0.0,1.000631880307906,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,0.1,-0.1,0.0,[M/H],4.46,0.07,-0.16,0.0,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,7.528713414300646,111.045,-111.045,15.69,0.137,-0.137,13.633,0.047,-0.047,15.3951,0.000407,-0.000407
3204,Kepler-223 d,Kepler-223,1,4,Transit,2014,Kepler,0,2.7592938609246525,0.0003,-0.00027,0.0,0.11341796703555675,,,0.0,1.8309801823813363,0.26,-0.45,0.0,0.467,0.023,-0.04,0.0,2.1972245773362196,1.5,-1.3,0.0,0.02485845249671061,0.00472,-0.00409,0.0,Mass,0.03633192924739028,0.018,-0.017,0.0,5.175867206791472,23.92,-20.29,0.0,6.71901315438526,,,0.0,1,,5803.0,25.0,-25.0,0.0,1.000631880307906,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,0.1,-0.1,0.0,[M/H],4.46,0.07,-0.16,0.0,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,7.528713414300646,111.045,-111.045,15.69,0.137,-0.137,13.633,0.047,-0.047,15.3951,0.000407,-0.000407
3205,Kepler-223 e,Kepler-223,1,4,Transit,2014,Kepler,0,3.031373028604969,0.00055,-0.00054,0.0,0.13584122291141315,,,0.0,1.7227665977411035,0.27,-0.41,0.0,0.41,0.024,-0.037,0.0,1.7578579175523736,1.4,-1.2,0.0,0.014987129808248347,0.0044,-0.00378,0.0,Mass,0.049742091894814065,0.019,-0.019,0.0,4.794798317964484,16.3,-13.82,0.0,6.62273632394984,,,0.0,1,,5803.0,25.0,-25.0,0.0,1.000631880307906,0.07,-0.14,0.0,1.12,0.09,-0.07,0.0,0.19,0.1,-0.1,0.0,[M/H],4.46,0.07,-0.16,0.0,19h53m16.41s,298.3183909,+47d16m46.14s,47.2794824,7.528713414300646,111.045,-111.045,15.69,0.137,-0.137,13.633,0.047,-0.047,15.3951,0.000407,-0.000407
3206,Kepler-224 b,Kepler-224,1,4,Transit,2014,Kepler,0,1.4189851467807992,1.4e-05,-1.4e-05,0.0,0.037295784743696894,,,0.0,0.8712933659434192,0.09,-0.09,0.0,0.124,0.008,-0.008,0.0,1.2556160374777743,,,0.0,0.00786895837869518,,,0.0,M-R relationship,0.0,,,0.0,5.310690502611178,12.23,-11.44,0.0,6.843749949006225,,,0.0,0,,5018.0,100.0,-100.0,0.0,0.5187937934151676,0.04,-0.04,0.0,0.82,0.03,-0.03,0.0,-0.27,0.104,-0.118,0.0,[Fe/H],4.64,0.15,-0.15,0.0,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,6.663245077926036,18.719,-17.879,15.801,0.126,-0.126,13.703,0.039,-0.039,15.6358,0.00059,-0.00059
3207,Kepler-224 c,Kepler-224,1,4,Transit,2014,Kepler,0,1.9351384852863047,1e-05,-1e-05,0.0,0.05638033343610764,,,0.0,1.415853163361435,0.26,-0.26,0.0,0.278,0.023,-0.023,0.0,2.3896797998449792,,,0.0,0.03072317264284058,,,0.0,M-R relationship,0.0,,,0.0,4.469694046425642,5.24,-4.9,0.0,6.63200177739563,,,0.0,0,,5018.0,100.0,-100.0,0.0,0.5187937934151676,0.04,-0.04,0.0,0.82,0.03,-0.03,0.0,-0.27,0.104,-0.118,0.0,[Fe/H],4.64,0.15,-0.15,0.0,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,6.663245077926036,18.719,-17.879,15.801,0.126,-0.126,13.703,0.039,-0.039,15.6358,0.00059,-0.00059
3208,Kepler-224 d,Kepler-224,1,4,Transit,2014,Kepler,0,2.5136069120685245,3.4e-05,-3.4e-05,0.0,0.08525984395082342,,,0.0,1.1939224684724346,0.14,-0.14,0.0,0.205,0.012,-0.012,0.0,1.9315214116032138,,,0.0,0.01842913546836719,,,0.0,M-R relationship,0.0,,,0.0,3.6187251941907292,2.2,-2.06,0.0,6.415096959171596,,,0.0,0,,5018.0,100.0,-100.0,0.0,0.5187937934151676,0.04,-0.04,0.0,0.82,0.03,-0.03,0.0,-0.27,0.104,-0.118,0.0,[Fe/H],4.64,0.15,-0.15,0.0,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,6.663245077926036,18.719,-17.879,15.801,0.126,-0.126,13.703,0.039,-0.039,15.6358,0.00059,-0.00059
3209,Kepler-224 e,Kepler-224,1,4,Transit,2014,Kepler,0,2.977750414652545,8.7e-05,-8.7e-05,0.0,0.11689375147149933,,,0.0,1.0885619528146082,0.15,-0.15,0.0,0.176,0.013,-0.013,0.0,1.7119945007591924,,,0.0,0.014198719399812949,,,0.0,M-R relationship,0.0,,,0.0,2.982140320034524,1.14,-1.06,0.0,6.249975242259483,,,0.0,0,,5018.0,100.0,-100.0,0.0,0.5187937934151676,0.04,-0.04,0.0,0.82,0.03,-0.03,0.0,-0.27,0.104,-0.118,0.0,[Fe/H],4.64,0.15,-0.15,0.0,19h23m44.22s,290.9342679,+47d21m27.15s,47.3575414,6.663245077926036,18.719,-17.879,15.801,0.126,-0.126,13.703,0.039,-0.039,15.6358,0.00059,-0.00059
3210,Kepler-225 b,Kepler-225,1,2,Transit,2014,Kepler,0,2.046269249891581,4.1e-05,-4.1e-05,0.0,0.054488185284069734,,,0.0,0.7884573603642702,0.07,-0.07,0.0,0.107,0.006,-0.006,0.0,1.0543120297715298,,,0.0,0.00586278026837564,,,0.0,M-R relationship,0.0,,,0.0,3.6858749450936377,2.27,-2.13,0.0,6.363028103540465,,,0.0,0,M1 V,3682.0,150.0,-150.0,0.0,0.39204208777602373,0.02,-0.02,0.0,0.59,0.01,-0.01,0.0,-0.04,0.089,-0.079,0.0,[Fe/H],4.78,0.2,-0.2,0.0,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,6.331681549049322,12.701,-12.16,16.294,0.286,-0.286,13.253,0.039,-0.039,15.9504,0.000591,-0.000591
3211,Kepler-225 c,Kepler-225,1,2,Transit,2014,Kepler,0,2.9853906831687937,7.6e-05,-7.6e-05,0.0,0.10526051065749295,,,0.0,1.0438040521731147,0.1,-0.1,0.0,0.164,0.009,-0.009,0.0,1.6174060820832772,,,0.0,0.012620031356102263,,,0.0,M-R relationship,0.0,,,0.0,2.388762789235098,0.58,-0.54,0.0,6.023447592961033,,,0.0,0,M1 V,3682.0,150.0,-150.0,0.0,0.39204208777602373,0.02,-0.02,0.0,0.59,0.01,-0.01,0.0,-0.04,0.089,-0.079,0.0,[Fe/H],4.78,0.2,-0.2,0.0,19h28m46.56s,292.1939846,+47d27m25.49s,47.4570808,6.331681549049322,12.701,-12.16,16.294,0.286,-0.286,13.253,0.039,-0.039,15.9504,0.000591,-0.000591
3212,Kepler-226 b,Kepler-226,1,3,Transit,2014,Kepler,0,1.597567132698887,2e-05,-2e-05,0.0,0.0459289318883998,,,0.0,0.9360933591703348,0.62,-0.62,0.0,0.138,0.055,-0.055,0.0,3.2188758248682006,11.8,-10.1,0.0,0.07325046173959268,0.037,-0.032,0.0,Mass,0.0,,,0.0,5.603593747400769,20.16,-18.54,0.0,6.926577033222725,,,0.0,0,,5571.0,200.0,-200.0,0.0,0.5877866649021191,0.32,-0.32,0.0,0.91,0.04,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.59,0.3,-0.3,0.0,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,6.8887131224547495,26.592,-25.244,15.563,0.172,-0.172,13.633,0.053,-0.053,15.4026,0.000413,-0.000413
3213,Kepler-226 c,Kepler-226,1,3,Transit,2014,Kepler,0,1.8483847317088131,1.4e-05,-1.4e-05,0.0,0.05638033343610764,,,0.0,1.184789984909162,0.9,-0.9,0.0,0.203,0.08,-0.08,0.0,3.832979798087693,22.5,-19.1,0.0,0.13278111123381847,0.071,-0.06,0.0,Mass,0.0,,,0.0,5.201310748605886,13.46,-12.38,0.0,6.824373670043086,,,0.0,0,,5571.0,200.0,-200.0,0.0,0.5877866649021191,0.32,-0.32,0.0,0.91,0.04,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.59,0.3,-0.3,0.0,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,6.8887131224547495,26.592,-25.244,15.563,0.172,-0.172,13.633,0.053,-0.053,15.4026,0.000413,-0.000413
3214,Kepler-226 d,Kepler-226,1,3,Transit,2014,Kepler,0,2.2092677661385354,9.4e-05,-9.4e-05,0.0,0.07325046173959268,,,0.0,0.7975071958841881,0.49,-0.49,0.0,0.109,0.044,-0.044,0.0,1.091923300517313,,,0.0,0.006220611813056178,,,0.0,M-R relationship,0.0,,,0.0,4.650525887708889,7.73,-7.11,0.0,6.68586094706836,,,0.0,0,,5571.0,200.0,-200.0,0.0,0.5877866649021191,0.32,-0.32,0.0,0.91,0.04,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.59,0.3,-0.3,0.0,19h29m30.26s,292.3760942,+47d52m51.45s,47.8809596,6.8887131224547495,26.592,-25.244,15.563,0.172,-0.172,13.633,0.053,-0.053,15.4026,0.000413,-0.000413
3215,Kepler-227 b,Kepler-227,1,2,Transit,2014,Kepler,0,2.350233176666326,3.9e-05,-3.9e-05,0.0,0.08617769624105233,,,0.0,1.4134230285081433,1.57,-1.57,0.0,0.277,0.14,-0.14,0.0,2.3841650799864684,,,0.0,0.030529205034822874,,,0.0,M-R relationship,0.0,,,0.0,4.660037087428932,8.01,-7.37,0.0,6.677083461247136,,,0.0,0,,5854.0,200.0,-200.0,0.0,0.7371640659767197,0.55,-0.55,0.0,0.92,0.05,-0.05,0.0,0.081,0.11,-0.11,0.0,[M/H],4.4,0.3,-0.3,0.0,19h27m44.23s,291.9342748,+48d08m30.03s,48.141676,6.9884685310213115,29.67,-29.67,15.623,0.126,-0.126,13.648,0.054,-0.054,15.3234,0.00042,-0.00042
3216,Kepler-227 c,Kepler-227,1,2,Transit,2014,Kepler,0,4.014916973657342,0.00046,-0.00046,0.0,0.2546422183735807,,,0.0,1.3962446919730587,1.53,-1.53,0.0,0.271,0.136,-0.136,0.0,2.349468678892896,,,0.0,0.029364608629903935,,,0.0,M-R relationship,0.0,,,0.0,2.4150205223238337,0.78,-0.72,0.0,6.095824562432225,,,0.0,1,,5854.0,200.0,-200.0,0.0,0.7371640659767197,0.55,-0.55,0.0,0.92,0.05,-0.05,0.0,0.081,0.11,-0.11,0.0,[M/H],4.4,0.3,-0.3,0.0,19h27m44.23s,291.9342748,+48d08m30.03s,48.141676,6.9884685310213115,29.67,-29.67,15.623,0.126,-0.126,13.648,0.054,-0.054,15.3234,0.00042,-0.00042
3217,Kepler-228 b,Kepler-228,1,3,Transit,2014,Kepler,0,1.2715976204517425,2.6e-05,-2.6e-05,0.0,0.037295784743696894,,,0.0,0.9282193027394289,0.71,-0.71,0.0,0.136,0.063,-0.063,0.0,1.3762440252663892,,,0.0,0.009257021262676763,,,0.0,M-R relationship,0.0,,,0.0,6.762475139323066,104.34,-91.56,0.0,7.215975002651466,,,0.0,0,,6043.0,200.0,-200.0,0.0,0.6981347220709844,0.47,-0.47,0.0,0.95,0.06,-0.05,0.0,-0.03,0.135,-0.173,0.0,[Fe/H],4.47,0.3,-0.3,0.0,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,7.4058664151311735,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458
3218,Kepler-228 c,Kepler-228,1,3,Transit,2014,Kepler,0,1.6359715609846015,1.8e-05,-1.8e-05,0.0,0.050693114315518116,,,0.0,1.308332819650179,1.24,-1.24,0.0,0.241,0.111,-0.111,0.0,2.169053700369523,,,0.0,0.024107075343233128,,,0.0,M-R relationship,0.0,,,0.0,6.127567630100322,55.24,-48.47,0.0,7.057036981697891,,,0.0,0,,6043.0,200.0,-200.0,0.0,0.6981347220709844,0.47,-0.47,0.0,0.95,0.06,-0.05,0.0,-0.03,0.135,-0.173,0.0,[Fe/H],4.47,0.3,-0.3,0.0,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,7.4058664151311735,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458
3219,Kepler-228 d,Kepler-228,1,3,Transit,2014,Kepler,0,2.4927331096613714,3.6e-05,-3.6e-05,0.0,0.09621885774054292,,,0.0,1.6174060820832772,1.85,-1.85,0.0,0.36,0.165,-0.165,0.0,2.797281334830153,,,0.0,0.04716980447638992,,,0.0,M-R relationship,0.0,,,0.0,4.818505796311215,14.83,-13.01,0.0,6.728628613084702,,,0.0,0,,6043.0,200.0,-200.0,0.0,0.6981347220709844,0.47,-0.47,0.0,0.95,0.06,-0.05,0.0,-0.03,0.135,-0.173,0.0,[Fe/H],4.47,0.3,-0.3,0.0,19h45m08.66s,296.2860853,+48d13m28.68s,48.2246328,7.4058664151311735,79.32,-72.46,15.902,0.126,-0.126,14.132,0.072,-0.072,15.7042,0.000458,-0.000458
3220,Kepler-229 b,Kepler-229,1,3,Transit,2014,Kepler,0,1.9814113159022946,2.1e-05,-2.1e-05,0.0,0.060153922819747095,,,0.0,1.1631508098056809,0.78,-0.78,0.0,0.196,0.07,-0.07,0.0,1.8687205103641833,,,0.0,0.017053754565827518,,,0.0,M-R relationship,0.0,,,0.0,4.346658490836091,5.92,-5.43,0.0,6.714170529909472,,,0.0,0,,5120.0,200.0,-200.0,0.0,0.5481214085096876,0.26,-0.26,0.0,0.8,0.04,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.63,0.3,-0.3,0.0,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,6.718125079003606,23.872,-22.591,16.22,0.024,-0.024,13.785,0.054,-0.054,15.8265,0.000802,-0.000802
3221,Kepler-229 c,Kepler-229,1,3,Transit,2014,Kepler,0,2.837242744519339,1.9e-05,-1.9e-05,0.0,0.11064652008706366,,,0.0,1.7783364488959144,1.74,-1.74,0.0,0.439,0.155,-0.155,0.0,3.1135153092103742,,,0.0,0.06541313854823201,,,0.0,M-R relationship,0.0,,,0.0,3.119718253334982,1.68,-1.54,0.0,6.398594934535208,,,0.0,0,,5120.0,200.0,-200.0,0.0,0.5481214085096876,0.26,-0.26,0.0,0.8,0.04,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.63,0.3,-0.3,0.0,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,6.718125079003606,23.872,-22.591,16.22,0.024,-0.024,13.785,0.054,-0.054,15.8265,0.000802,-0.000802
3222,Kepler-229 d,Kepler-229,1,3,Transit,2014,Kepler,0,3.7422996450525945,0.000248,-0.000248,0.0,0.19885085874516517,,,0.0,1.5789787049493917,1.38,-1.38,0.0,0.343,0.123,-0.123,0.0,2.7212954278522306,,,0.0,0.04353830201448342,,,0.0,M-R relationship,0.0,,,0.0,1.9685099809725544,0.48,-0.44,0.0,6.0867747269123065,,,0.0,1,,5120.0,200.0,-200.0,0.0,0.5481214085096876,0.26,-0.26,0.0,0.8,0.04,-0.04,0.0,0.16,0.15,-0.15,0.0,[Fe/H],4.63,0.3,-0.3,0.0,19h07m59.87s,286.9994758,+48d22m32.83s,48.3757867,6.718125079003606,23.872,-22.591,16.22,0.024,-0.024,13.785,0.054,-0.054,15.8265,0.000802,-0.000802
3223,Kepler-23 b,Kepler-23,1,3,Transit,2011,Kepler,0,2.0927648903782576,,,0.0,0.0723206615796261,,,0.0,1.0647107369924282,,,0.0,0.17,,,0.0,5.542439324247439,,,1.0,0.5877866649021191,,,1.0,Mass,0.058268908123975775,0.26,-0.06,0.0,6.102804649350805,14.58,-14.12,0.0,7.05444965813294,,,0.0,1,,5760.0,124.0,-124.0,0.0,0.9242589015233319,0.24,-0.3,0.0,1.11,0.09,-0.12,0.0,-0.09,0.14,-0.14,0.0,[M/H],4.0,0.14,-0.14,0.0,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,6.729532510666265,11.463,-11.163,13.567,0.172,-0.172,11.998,0.019,-0.019,13.4015,0.000253,-0.000253
3224,Kepler-23 c,Kepler-23,1,3,Transit,2011,Kepler,0,2.4631806740424524,,,0.0,0.09440067542148431,,,0.0,1.4350845252893227,,,0.0,0.285,,,0.0,6.755885329644011,,,1.0,1.308332819650179,,,1.0,Mass,0.019802627296179712,0.39,-0.02,0.0,5.554470071469192,8.41,-8.14,0.0,6.9167150203536085,,,0.0,1,,5760.0,124.0,-124.0,0.0,0.9242589015233319,0.24,-0.3,0.0,1.11,0.09,-0.12,0.0,-0.09,0.14,-0.14,0.0,[M/H],4.0,0.14,-0.14,0.0,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,6.729532510666265,11.463,-11.163,13.567,0.172,-0.172,11.998,0.019,-0.019,13.4015,0.000253,-0.000253
3225,Kepler-23 d,Kepler-23,1,3,Transit,2014,Kepler,0,2.7895871149703786,0.000104,-0.000104,0.0,0.11689375147149933,,,0.0,1.1631508098056809,0.09,-0.09,0.0,0.196,0.008,-0.008,0.0,2.9231615807191558,13.7,-11.9,0.0,0.05354076692802982,0.043,-0.037,0.0,Mass,0.07696104113612832,0.24,-0.08,0.0,5.0878432183344895,5.26,-5.1,0.0,6.799055862058796,,,0.0,1,,5828.0,100.0,-100.0,0.0,0.9360933591703348,0.05,-0.05,0.0,1.1,0.04,-0.03,0.0,-0.112,0.026,-0.026,0.0,[M/H],4.09,0.06,-0.06,0.0,19h36m52.54s,294.2189131,+49d28m45.31s,49.4792536,6.729532510666265,11.463,-11.163,13.567,0.172,-0.172,11.998,0.019,-0.019,13.4015,0.000253,-0.000253
